,id,path,question,a,b,c,d,answer
819,train_0820,train/train_0820.jpg,What can't you see in this picture?,Blue sky,High Building,Snow,pine tree,c
820,train_0821,train/train_0821.jpg,What are the major seasons that you see in this picture?,fall,Spring,Summer,Winter,a
821,train_0822,train/train_0822.jpg,What are the animals in the image?,Puppy,Squirrels,Rabbit.,Cat.,d
822,train_0823,train/train_0823.jpg,What can't you see in this picture?,Sunset,Wind-powered generators,Snow,Waves,c
823,train_0824,train/train_0824.jpg,What are the characteristics of the coastal areas that you see in this picture?,There's a lot of people on the beach.,Wind generators are at sea.,The sands are wide open.,High buildings on the coast.,b
824,train_0825,train/train_0825.jpg,What is the natural phenomenon in this picture?,Falls,Coral Reef,Desert,Volcanoes,a
825,train_0826,train/train_0826.jpg,Where does the Dolharvan represent the traditional culture in this picture?,Jejudo,Longitude,Constubation,Even before.,a
826,train_0827,train/train_0827.jpg,What do you see in this picture?,Rocks and small pools of water.,Snow-covered mountains,The grasslands and the trees.,The sand and the waves.,a
827,train_0828,train/train_0828.jpg,What are the plants that you see here?,Rose.,Bamboo,Cacti,pine tree,c
828,train_0829,train/train_0829.jpg,What can't you see in this picture?,Rock,"Mountains, summit.",Heaven,Sea,b
829,train_0830,train/train_0830.jpg,What is it that is not a natural element in this picture?,Forest fire,Rock,Rivers,Tree,a
830,train_0831,train/train_0831.jpg,What does this represent?,A man holding a bird.,He's got a pig in his arms.,She's got a cat in her arms.,A man holding a dog.,b
831,train_0832,train/train_0832.jpg,What is the natural material that you see in this picture?,Desert,Mountains,Lake,Rocks and seas.,d
832,train_0833,train/train_0833.jpg,What's the natural landscape that you normally see in this picture?,The coast of volcanic rock.,Desert,Coral Reef,Sand Beach,a
833,train_0834,train/train_0834.jpg,What can't you see on this trail?,Tree,A bridge made out of wood.,Grass and Leaves,The dirt road,b
834,train_0835,train/train_0835.jpg,Where is the character standing in this picture?,City Street,Mountains,Beaches,Lake,c
835,train_0836,train/train_0836.jpg,What's the festival name that you see in this picture?,Candle flame festival.,Busan International Film Festival,Hae-eun Light Festival,Pusan Sea Festival,c
836,train_0837,train/train_0837.jpg,What is the most likely place in this picture?,Library,Café,Museum of Art.,Music practice room.,b
837,train_0838,train/train_0838.jpg,What is the bird in this picture?,Pigeons,Seagulls,Eagle,Sparrows,b
838,train_0839,train/train_0839.jpg,What is the building that you see here?,Busan's private baseball field.,Seoul Gong-hong SkyDome.,Archibald Samsung Lyons Park.,Man - made literary stadium,c
839,train_0840,train/train_0840.jpg,What can't you see in this picture?,Buildings,Tree,Bicycle,Cars,d
840,train_0841,train/train_0841.jpg,What is the tree that you see here?,pine tree,Palms,The fir tree.,Willows,b
841,train_0842,train/train_0842.jpg,What's the characteristic of the path that you see in this picture?,There's snow on the road.,It's very narrow and rugged.,There's a lot of cars parked on either side of the road.,And the trees are lined up on both sides.,d
842,train_0843,train/train_0843.jpg,What can't you see in this picture?,Lights,Bbit,Mirror,Book,d
843,train_0844,train/train_0844.jpg,What's represented in this sand sculpture?,The fish of the sea.,The angel in heaven.,The fairies of the forest.,God of the mountains.,a
844,train_0845,train/train_0845.jpg,What's the structure that you see in the picture?,Airport Terminal,Railway Station,The entrance to the mall.,Bridge and elevator.,d
845,train_0846,train/train_0846.jpg,Where is the cat in this picture?,In the middle of the road.,Above the tree,The roof of the building.,Above the bus stop.,d
846,train_0847,train/train_0847.jpg,What does the toy in this picture represent?,Whale,Penguin.,Shark.,Dolphins,b
847,train_0848,train/train_0848.jpg,What is the Santa Claus puppet doing in this image?,Hanging on a tree.,We're blowing up balloons.,I'm holding a gift box.,We're talking to Snowman.,a
848,train_0849,train/train_0849.jpg,What are the decorations on the balcony of this building?,Rudolph deer,Christmas Tree,Snowman,Santa Claus,d
849,train_0850,train/train_0850.jpg,What is the phenomenon in this picture?,There's a fog in there.,It's snowing.,It's raining.,There's dust everywhere.,b
850,train_0851,train/train_0851.jpg,What are the animals in this picture?,Rabbit.,hamster.,Cat.,Puppy,d
851,train_0852,train/train_0852.jpg,What's the title of the card game that you see in this image?,Red Dead Remnition,Black Jack.,Wild West.,Poker,c
852,train_0853,train/train_0853.jpg,What is this picture that people are holding?,Sparkler.,Flashlights,Campfire,Firefly,a
853,train_0854,train/train_0854.jpg,What is this structure?,Hanok,Church,Walls,Modern Buildings,c
854,train_0855,train/train_0855.jpg,What kind of traditional architecture is this?,Western style mansion.,A Japanese house.,Modern apartments,Hanok,d
855,train_0856,train/train_0856.jpg,What are the things that you see in this image?,Skateboard,Inline skate,Bicycle,Roller Blade,a
856,train_0857,train/train_0857.jpg,What is the space in this picture?,Kitchen sink.,The library.,Meeting room,A bath space with a bathtub.,d
857,train_0858,train/train_0858.jpg,What are some of the sources of this street food?,And soy sauce and mayonnaise.,He's with the High Priest.,Kember and mustard.,Chocolate and peanut butter.,c
858,train_0859,train/train_0859.jpg,What's the burn that you see in the picture?,Bicycle,Cars,Motorcycle,The little train in the shape of a barrel.,d
859,train_0860,train/train_0860.jpg,Where is the cat sitting in the picture?,Outdoor concrete floor,Indoor floor,The Jandi Field,Above the tree,a
860,train_0861,train/train_0861.jpg,What kind of birds do you see in this image?,Seagulls,duck,The heron,Pigeons,c
861,train_0862,train/train_0862.jpg,What's the event in this picture?,International Harp marathon.,Baseball,Music concert,A football game.,a
862,train_0863,train/train_0863.jpg,What's lying on a baseball lawn?,Baseball,The baseball bat.,The character for the doll.,Sports Equipment,c
863,train_0864,train/train_0864.jpg,What's the color of the chair that has brown backs on it?,White,Blue,Black,Brown,d
864,train_0865,train/train_0865.jpg,What is the flavor of the instant noodles in this picture?,It's so sweet.,It tastes like beef.,It's Kimchi's.,Ta-da. It's delicious.,d
865,train_0866,train/train_0866.jpg,What is the flower that you see here?,Rose.,Tulip,Sunflowers,SUDDEN,d
866,train_0867,train/train_0867.jpg,What is the natural environment that you see here?,The sea and the sky.,Mountains and rivers,Lakes and forests.,Deserts and oasiss,a
867,train_0868,train/train_0868.jpg,What are the characteristics of the coastal side of this picture?,The beach is wide open.,Oceans full of coral reefs.,Quiet Lakes and Forests,Rocks of volcanic rock.,d
868,train_0869,train/train_0869.jpg,What are people doing in this picture?,I'm checking the car.,I'm exercising.,I'm on the road.,I'm riding my bike.,a
869,train_0870,train/train_0870.jpg,What can't you see in this picture?,Motorcycle,Cars,Truck,Bicycle,d
870,train_0871,train/train_0871.jpg,What's the color of the flowers in the tree in the picture?,purple,Yellow,Blue,Red,d
871,train_0872,train/train_0872.jpg,What's floating in the water in this picture?,The boat.,Plastic garbage.,Swimsuits,Trees and stones.,d
872,train_0873,train/train_0873.jpg,What is the behavior of the animal in this picture?,I'm roaring.,I'm yawning.,I'm feeding you.,I'm asleep.,b
873,train_0874,train/train_0874.jpg,What are the animals that appear in this image?,Monkey,Cat.,Puppy,Rabbit.,a
874,train_0875,train/train_0875.jpg,What is the color of the flower that the butterfly sits in this picture?,purple,Yellow,Red,Blue,b
875,train_0876,train/train_0876.jpg,What food can't be seen in this picture?,Pizza.,hamburgers,French fries.,Chicken.,a
876,train_0877,train/train_0877.jpg,What do you see in this picture?,The beach and the sea.,Parked cars and trucks.,Sand dunes in the desert.,Snow on the top of the mountain.,b
877,train_0878,train/train_0878.jpg,What's the color of the flowers that you can see most of the time in this picture?,Yellow,White,purple,Blue,a
878,train_0879,train/train_0879.jpg,What is it that isn't the food ingredient in the card game in the photo?,Garvey.,Pizza.,Real soup.,Tofu,b
879,train_0880,train/train_0880.jpg,What can't you see in this picture?,Cars,Buildings,Tree,JanDi.,a
880,train_0881,train/train_0881.jpg,What is the bird that you see in this picture sitting on top of?,basket,Table,Windows,Tree branches.,d
881,train_0882,train/train_0882.jpg,What can't you see in this picture?,Clouds,Rain,Tree,Clear sky,b
882,train_0883,train/train_0883.jpg,What are the toys you see in the picture?,A crocodile - shaped toy,A basketball game toy.,Toy with a car,Robot toys.,a
883,train_0884,train/train_0884.jpg,What is the music player that you see in this picture?,Cassette Player,Recording player,Radio,CD Player,b
884,train_0885,train/train_0885.jpg,What is the meaning of the phrase that you see in this picture that's associated with the power outlet?,Concent is always available for 24 hours.,Concent is only a high-speed charge.,Concents don't work when they're wet.,"In insulation, power is shut off for a while.",d
885,train_0886,train/train_0886.jpg,What are the winter sports equipment that you see here?,Ice Fishing Tool,Skate and ski.,Snowboard and ice hockey equipment.,Ski and snowboard.,d
886,train_0887,train/train_0887.jpg,Where is the ski pastr booth that you can see in this picture?,1200 meters above sea level.,"1,500 meters above sea level.",960 meters above sea level.,500 meters above sea level.,c
887,train_0888,train/train_0888.jpg,Where's the little snowman in the picture?,Above the table,Above the tree,Over the bench.,Top of the floor,c
888,train_0889,train/train_0889.jpg,What is the season of the trees in this picture?,Summer,Winter,fall,Spring,b
889,train_0890,train/train_0890.jpg,"What is it that isn't on the ice cream in the picture, and is not on the topping?",Vanilla ice cream,berry syrup.,Chocolate chip.,Chocolate syrup,b
890,train_0891,train/train_0891.jpg,What is the cooking that you can make with the ingredients that you see in this picture?,The beef.,Bibimbop,Kimchichichichig,Tofu Wars,d
891,train_0892,train/train_0892.jpg,What's the main season of this picture?,Winter,Spring,fall,Summer,a
892,train_0893,train/train_0893.jpg,What's not on this shelf?,Cup,The bowl.,Glass,Book,d
893,train_0894,train/train_0894.jpg,What is the season around the river that you see here?,fall,Spring,Summer,Winter,d
894,train_0895,train/train_0895.jpg,What's the taste of dressing in this picture?,Ritchie.,Caesar.,Mong-ryong,Firemix,c
895,train_0896,train/train_0896.jpg,Is there any food in this picture?,Chicken.,Shrimps,Eggs.,Banana,a
896,train_0897,train/train_0897.jpg,What's the message on this cake?,Happy birthday.,Be happy.,We've graduated.,I love you.,c
897,train_0898,train/train_0898.jpg,What is the food that people are eating in this picture?,Kimbab.,Bibimbop,Tattoos,Fuck you.,c
898,train_0899,train/train_0899.jpg,What are the heavenly objects that you see in this picture?,Airplane,Moon,Stars,Sun,b
899,train_0900,train/train_0900.jpg,What's the flavor of this fruit?,The banana tastes good.,Grapes,Chocolate.,And strawberries.,d
900,train_0901,train/train_0901.jpg,What's the drink in the picture?,Let's go.,Green tea,Americano.,Espresso,a
901,train_0902,train/train_0902.jpg,Where did this picture come from?,bowling alley,The pool.,The football field.,Baseball,a
902,train_0903,train/train_0903.jpg,What kind of animal does the cute doll in the picture look like?,The frog.,Cat.,Puppy,Rabbit.,a
903,train_0904,train/train_0904.jpg,What is the bread brand that you see in this image?,The Bread - baking Village,FILIVA GET,The Holy House.,Torrejour,c
904,train_0905,train/train_0905.jpg,What's the main menu for this food?,Kimbab and a rose.,Chicken and Bob.,I'm not gonna let you get in there.,The pizza and the salad.,b
905,train_0906,train/train_0906.jpg,What is the fish that you see here?,Ingredient,Goldfish,Salmon,Sonre,a
906,train_0907,train/train_0907.jpg,What is this fish?,Salmon,Sonre,Goldfish,Ingredient,d
907,train_0908,train/train_0908.jpg,What are the kinds of fish in this picture?,Sonsari,Ingredient,Goldfish,Salmon,b
908,train_0909,train/train_0909.jpg,What's the color of the flowers in this picture?,White,Pink,Yellow,Red,a
909,train_0910,train/train_0910.jpg,What's the appropriate feature of the park that you see in this picture?,A park full of play equipment.,A park with a beach.,Parks with fountains.,Mountained Parks,c
910,train_0911,train/train_0911.jpg,What is the animal at the store entrance in this picture?,Puppy,Cat.,hamster.,Rabbit.,b
911,train_0912,train/train_0912.jpg,What's in the shelter in the picture?,Stone chairs.,A plastic chair,Iron chairs,A bench made of wood.,d
912,train_0913,train/train_0913.jpg,Who's the character on the top of the soda in this image?,Pocketmon,Dora Eman,Mario.,"Oh, my God.",b
913,train_0914,train/train_0914.jpg,What's the road name that you see in this picture?,Charge.,To Seoul.,Entrepreneur.,Mitro,c
914,train_0915,train/train_0915.jpg,What is the correct feature of the landscape around the river in this picture?,There's a play park next to the river.,There's trees and grass all around the river.,High buildings are crowded around the river.,The beach is open around the river.,b
915,train_0916,train/train_0916.jpg,What are people usually doing in this picture?,He's climbing.,I'm taking a break from the beach.,He's playing football.,I'm shopping in the city.,b
